,year,month,weekday,demand_national,renewable,wind,solar,Q1,Bank Holiday,af,rain,sun,tavg,demand_yoy_var,demand_1yr_var,demand_2yr_var
2009-01-31,2009.0,1.0,0.5483870967741935,42499.28696236559,1124.668682795699,579.6176075268817,0.0,1.0,0.0967741935483871,2.0070614281803687,0.4905718416125251,-1.1389705289230339,-1.4696386161931054,,,
2009-02-28,2009.0,2.0,0.5714285714285714,41721.263392857145,824.249255952381,420.3333333333333,0.0,1.0,0.0,1.6056612289724685,-0.8763811508138812,-1.2050866317914333,-1.262096037625706,,302660.33735533373,
2009-03-31,2009.0,3.0,0.5814266487213997,38034.520188425304,1221.4831763122477,642.0989232839838,0.0,1.0,0.1278600269179004,0.34041618092218423,-0.6274463453089723,0.3357265943693919,-0.7440735378837863,,5688589.745969368,
2009-04-30,2009.0,4.0,0.6,34244.0375,828.1861111111111,440.30694444444447,0.0,0.0,0.5,-0.49154776451620846,-0.8079040462515251,0.6752953292167908,-0.10111245137387607,,14379779.018814078,
2009-05-31,2009.0,5.0,0.5161290322580645,32551.792338709678,855.0356182795699,546.1323924731183,0.0,0.0,0.45161290322580644,-0.7175412369025764,-0.37796443034141536,1.5228893610333527,0.3740444024497545,,19425659.764311917,
2009-06-30,2009.0,6.0,0.6,32576.55486111111,385.40694444444443,232.98263888888889,0.0,0.0,0.0,-0.7465263716375015,-0.6627966760729802,1.5430510362758876,1.0317608379400722,,20105666.627258956,
2009-07-31,2009.0,7.0,0.5806451612903226,32090.24865591398,466.98118279569894,299.6518817204301,0.0,0.0,0.0,-0.7610189390049639,1.4140014296521637,0.9415377633770863,1.3896970454648037,,20111838.306658044,
2009-08-31,2009.0,8.0,0.5483870967741935,31451.002016129034,882.8951612903226,512.6727150537635,0.0,0.0,0.22580645161290322,-0.7610189390049639,0.2884148951640333,0.7209268624535297,1.4420730927120626,,20111983.596891373,
2009-09-30,2009.0,9.0,0.6,32944.92569444444,996.0569444444444,513.4097222222222,0.0,0.0,0.0,-0.7537726553212326,-1.040149249966561,0.19537524447191115,0.9476423675063109,,18408683.324444544,
2009-10-31,2009.0,10.0,0.5476510067114094,35012.852348993285,902.6677852348994,465.21208053691277,0.0,0.0,0.0,-0.634099182362641,0.3318189125341201,-0.6226784110373458,0.31147217696809987,,16374370.074782543,
2009-11-30,2009.0,11.0,0.5666666666666667,37565.06805555556,1235.85625,627.2618055555556,0.0,0.0,0.0,-0.507179425720318,3.408955953004624,-1.069897998561343,-0.3829379122916782,,15198150.733052071,
2009-12-31,2009.0,12.0,0.6129032258064516,40692.99260752688,838.2869623655914,408.0141129032258,0.0,0.0,0.12903225806451613,2.5940104065625986,0.27428399722472707,-1.1899391686759413,-1.5589495848017907,,16048718.649000054,
2010-01-31,2010.0,1.0,0.5161290322580645,43123.19220430108,851.8104838709677,593.950940860215,0.0,1.0,0.0967741935483871,2.978063441800354,-0.40741715641397386,-1.1297365927603726,-1.8753458069271332,,16824236.43570423,
2010-02-28,2010.0,2.0,0.5714285714285714,42269.984375,474.9427083333333,287.8846726190476,0.0,1.0,0.0,2.4726351548601007,-0.36061719192472247,-1.031024751234966,-1.6742014088760315,17117392.939833816,17420053.27718915,302660.33735533373
2010-03-31,2010.0,3.0,0.6137281292059219,38842.60901749664,768.9004037685061,523.7133243606999,0.0,1.0,0.1278600269179004,1.3966169239145252,-0.4514594681571501,-0.03959869149211955,-0.9510916216860417,12077981.326083379,17766571.072052747,5688589.745969368
2010-04-30,2010.0,4.0,0.5666666666666667,34613.472916666666,682.5472222222222,402.34305555555557,0.0,0.0,0.5,-0.23204023009258357,-1.249145064698155,1.1953786124914616,-0.3030573595602782,3272575.4133592825,17652354.43217336,14379779.018814078
2010-05-31,2010.0,5.0,0.5483870967741935,33110.15188172043,368.6948924731183,214.49798387096774,0.0,0.0,0.45161290322580644,-0.38421218745093955,-1.2895399800236766,1.4407022894388215,0.07841817302410632,-2112062.1475980505,17313597.616713867,19425659.764311917
2010-06-30,2010.0,6.0,0.6,32270.191666666666,348.4659722222222,248.5222222222222,0.0,0.0,0.0,-0.7610189390049639,-1.3197221853797665,1.66637095369307,1.133208615414185,-2582909.315908108,17522757.31135085,20105666.627258956
2010-07-31,2010.0,7.0,0.5483870967741935,31856.380376344085,747.9831989247311,532.5725806451613,0.0,0.0,0.0,-0.7610189390049639,0.3639104746512697,0.41434664514183966,1.5112644421298327,-2411234.8589299917,17700603.447728053,20111838.306658044
2010-08-31,2010.0,8.0,0.5806451612903226,31050.157930107525,569.4731182795699,369.2029569892473,0.0,0.0,0.22580645161290322,-0.7537726553212326,0.12628812439929757,0.3799867711005477,1.177496953382927,-2055810.5436343998,18056173.053256974,20111983.596891373
